file_path,file_name,file_id,label,kfold
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2424.jpg,cat.2424.jpg,2424,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2425.jpg,cat.2425.jpg,2425,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2426.jpg,cat.2426.jpg,2426,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2427.jpg,cat.2427.jpg,2427,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2428.jpg,cat.2428.jpg,2428,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2429.jpg,cat.2429.jpg,2429,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.243.jpg,cat.243.jpg,243,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2430.jpg,cat.2430.jpg,2430,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2431.jpg,cat.2431.jpg,2431,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2432.jpg,cat.2432.jpg,2432,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2433.jpg,cat.2433.jpg,2433,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2434.jpg,cat.2434.jpg,2434,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2435.jpg,cat.2435.jpg,2435,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2436.jpg,cat.2436.jpg,2436,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2437.jpg,cat.2437.jpg,2437,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2438.jpg,cat.2438.jpg,2438,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2439.jpg,cat.2439.jpg,2439,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.244.jpg,cat.244.jpg,244,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2440.jpg,cat.2440.jpg,2440,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2441.jpg,cat.2441.jpg,2441,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2442.jpg,cat.2442.jpg,2442,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2443.jpg,cat.2443.jpg,2443,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2444.jpg,cat.2444.jpg,2444,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2445.jpg,cat.2445.jpg,2445,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2446.jpg,cat.2446.jpg,2446,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2447.jpg,cat.2447.jpg,2447,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2448.jpg,cat.2448.jpg,2448,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2449.jpg,cat.2449.jpg,2449,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.245.jpg,cat.245.jpg,245,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2450.jpg,cat.2450.jpg,2450,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2451.jpg,cat.2451.jpg,2451,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2452.jpg,cat.2452.jpg,2452,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2453.jpg,cat.2453.jpg,2453,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2454.jpg,cat.2454.jpg,2454,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2455.jpg,cat.2455.jpg,2455,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2456.jpg,cat.2456.jpg,2456,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2457.jpg,cat.2457.jpg,2457,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2458.jpg,cat.2458.jpg,2458,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2459.jpg,cat.2459.jpg,2459,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.246.jpg,cat.246.jpg,246,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2460.jpg,cat.2460.jpg,2460,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2461.jpg,cat.2461.jpg,2461,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2462.jpg,cat.2462.jpg,2462,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2463.jpg,cat.2463.jpg,2463,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2464.jpg,cat.2464.jpg,2464,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2465.jpg,cat.2465.jpg,2465,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2466.jpg,cat.2466.jpg,2466,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2467.jpg,cat.2467.jpg,2467,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2468.jpg,cat.2468.jpg,2468,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2469.jpg,cat.2469.jpg,2469,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.247.jpg,cat.247.jpg,247,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2470.jpg,cat.2470.jpg,2470,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2471.jpg,cat.2471.jpg,2471,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2472.jpg,cat.2472.jpg,2472,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2473.jpg,cat.2473.jpg,2473,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2474.jpg,cat.2474.jpg,2474,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2475.jpg,cat.2475.jpg,2475,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2476.jpg,cat.2476.jpg,2476,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2477.jpg,cat.2477.jpg,2477,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2478.jpg,cat.2478.jpg,2478,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2479.jpg,cat.2479.jpg,2479,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.248.jpg,cat.248.jpg,248,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2480.jpg,cat.2480.jpg,2480,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2481.jpg,cat.2481.jpg,2481,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2482.jpg,cat.2482.jpg,2482,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2483.jpg,cat.2483.jpg,2483,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2484.jpg,cat.2484.jpg,2484,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2485.jpg,cat.2485.jpg,2485,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2486.jpg,cat.2486.jpg,2486,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2487.jpg,cat.2487.jpg,2487,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2488.jpg,cat.2488.jpg,2488,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2489.jpg,cat.2489.jpg,2489,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.249.jpg,cat.249.jpg,249,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2490.jpg,cat.2490.jpg,2490,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2491.jpg,cat.2491.jpg,2491,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2492.jpg,cat.2492.jpg,2492,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2493.jpg,cat.2493.jpg,2493,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2494.jpg,cat.2494.jpg,2494,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2495.jpg,cat.2495.jpg,2495,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2496.jpg,cat.2496.jpg,2496,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2497.jpg,cat.2497.jpg,2497,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2498.jpg,cat.2498.jpg,2498,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2499.jpg,cat.2499.jpg,2499,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.25.jpg,cat.25.jpg,25,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.250.jpg,cat.250.jpg,250,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2500.jpg,cat.2500.jpg,2500,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2501.jpg,cat.2501.jpg,2501,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2502.jpg,cat.2502.jpg,2502,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2503.jpg,cat.2503.jpg,2503,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2504.jpg,cat.2504.jpg,2504,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2505.jpg,cat.2505.jpg,2505,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2506.jpg,cat.2506.jpg,2506,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2507.jpg,cat.2507.jpg,2507,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2508.jpg,cat.2508.jpg,2508,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2509.jpg,cat.2509.jpg,2509,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.251.jpg,cat.251.jpg,251,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2510.jpg,cat.2510.jpg,2510,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2511.jpg,cat.2511.jpg,2511,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2512.jpg,cat.2512.jpg,2512,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2513.jpg,cat.2513.jpg,2513,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2514.jpg,cat.2514.jpg,2514,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2515.jpg,cat.2515.jpg,2515,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2516.jpg,cat.2516.jpg,2516,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2517.jpg,cat.2517.jpg,2517,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2518.jpg,cat.2518.jpg,2518,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2519.jpg,cat.2519.jpg,2519,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.252.jpg,cat.252.jpg,252,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2520.jpg,cat.2520.jpg,2520,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2521.jpg,cat.2521.jpg,2521,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2522.jpg,cat.2522.jpg,2522,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2523.jpg,cat.2523.jpg,2523,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2524.jpg,cat.2524.jpg,2524,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2525.jpg,cat.2525.jpg,2525,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2526.jpg,cat.2526.jpg,2526,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2527.jpg,cat.2527.jpg,2527,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2528.jpg,cat.2528.jpg,2528,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2529.jpg,cat.2529.jpg,2529,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.253.jpg,cat.253.jpg,253,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2530.jpg,cat.2530.jpg,2530,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2531.jpg,cat.2531.jpg,2531,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2532.jpg,cat.2532.jpg,2532,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2533.jpg,cat.2533.jpg,2533,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2534.jpg,cat.2534.jpg,2534,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2535.jpg,cat.2535.jpg,2535,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2536.jpg,cat.2536.jpg,2536,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2537.jpg,cat.2537.jpg,2537,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2538.jpg,cat.2538.jpg,2538,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2539.jpg,cat.2539.jpg,2539,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.254.jpg,cat.254.jpg,254,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2540.jpg,cat.2540.jpg,2540,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2541.jpg,cat.2541.jpg,2541,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2542.jpg,cat.2542.jpg,2542,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2543.jpg,cat.2543.jpg,2543,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2544.jpg,cat.2544.jpg,2544,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2545.jpg,cat.2545.jpg,2545,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2546.jpg,cat.2546.jpg,2546,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2547.jpg,cat.2547.jpg,2547,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2548.jpg,cat.2548.jpg,2548,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2549.jpg,cat.2549.jpg,2549,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.255.jpg,cat.255.jpg,255,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2550.jpg,cat.2550.jpg,2550,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2551.jpg,cat.2551.jpg,2551,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2552.jpg,cat.2552.jpg,2552,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2553.jpg,cat.2553.jpg,2553,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2554.jpg,cat.2554.jpg,2554,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2555.jpg,cat.2555.jpg,2555,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2556.jpg,cat.2556.jpg,2556,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2557.jpg,cat.2557.jpg,2557,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2558.jpg,cat.2558.jpg,2558,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2559.jpg,cat.2559.jpg,2559,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.256.jpg,cat.256.jpg,256,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2560.jpg,cat.2560.jpg,2560,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2561.jpg,cat.2561.jpg,2561,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2562.jpg,cat.2562.jpg,2562,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2563.jpg,cat.2563.jpg,2563,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2564.jpg,cat.2564.jpg,2564,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2565.jpg,cat.2565.jpg,2565,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2566.jpg,cat.2566.jpg,2566,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2567.jpg,cat.2567.jpg,2567,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2568.jpg,cat.2568.jpg,2568,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2569.jpg,cat.2569.jpg,2569,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.257.jpg,cat.257.jpg,257,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2570.jpg,cat.2570.jpg,2570,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2571.jpg,cat.2571.jpg,2571,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2572.jpg,cat.2572.jpg,2572,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2573.jpg,cat.2573.jpg,2573,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2574.jpg,cat.2574.jpg,2574,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2575.jpg,cat.2575.jpg,2575,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2576.jpg,cat.2576.jpg,2576,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2577.jpg,cat.2577.jpg,2577,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2578.jpg,cat.2578.jpg,2578,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2579.jpg,cat.2579.jpg,2579,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.258.jpg,cat.258.jpg,258,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2580.jpg,cat.2580.jpg,2580,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2581.jpg,cat.2581.jpg,2581,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2582.jpg,cat.2582.jpg,2582,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2583.jpg,cat.2583.jpg,2583,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2584.jpg,cat.2584.jpg,2584,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2585.jpg,cat.2585.jpg,2585,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2586.jpg,cat.2586.jpg,2586,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2587.jpg,cat.2587.jpg,2587,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2588.jpg,cat.2588.jpg,2588,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2589.jpg,cat.2589.jpg,2589,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.259.jpg,cat.259.jpg,259,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2590.jpg,cat.2590.jpg,2590,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2591.jpg,cat.2591.jpg,2591,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2592.jpg,cat.2592.jpg,2592,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2593.jpg,cat.2593.jpg,2593,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2594.jpg,cat.2594.jpg,2594,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2595.jpg,cat.2595.jpg,2595,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2596.jpg,cat.2596.jpg,2596,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2597.jpg,cat.2597.jpg,2597,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2598.jpg,cat.2598.jpg,2598,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2599.jpg,cat.2599.jpg,2599,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.26.jpg,cat.26.jpg,26,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.260.jpg,cat.260.jpg,260,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2600.jpg,cat.2600.jpg,2600,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2601.jpg,cat.2601.jpg,2601,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2602.jpg,cat.2602.jpg,2602,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2603.jpg,cat.2603.jpg,2603,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2604.jpg,cat.2604.jpg,2604,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2605.jpg,cat.2605.jpg,2605,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2606.jpg,cat.2606.jpg,2606,0,4
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2607.jpg,cat.2607.jpg,2607,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2608.jpg,cat.2608.jpg,2608,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2609.jpg,cat.2609.jpg,2609,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.261.jpg,cat.261.jpg,261,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2610.jpg,cat.2610.jpg,2610,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2611.jpg,cat.2611.jpg,2611,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2612.jpg,cat.2612.jpg,2612,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2613.jpg,cat.2613.jpg,2613,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2614.jpg,cat.2614.jpg,2614,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2615.jpg,cat.2615.jpg,2615,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2616.jpg,cat.2616.jpg,2616,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2617.jpg,cat.2617.jpg,2617,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2618.jpg,cat.2618.jpg,2618,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2619.jpg,cat.2619.jpg,2619,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.262.jpg,cat.262.jpg,262,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2620.jpg,cat.2620.jpg,2620,0,2
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2621.jpg,cat.2621.jpg,2621,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2622.jpg,cat.2622.jpg,2622,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2623.jpg,cat.2623.jpg,2623,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2624.jpg,cat.2624.jpg,2624,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2625.jpg,cat.2625.jpg,2625,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2626.jpg,cat.2626.jpg,2626,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2627.jpg,cat.2627.jpg,2627,0,1
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2628.jpg,cat.2628.jpg,2628,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2629.jpg,cat.2629.jpg,2629,0,3
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.263.jpg,cat.263.jpg,263,0,0
E:/data/DogCat/dogs-vs-cats-redux-kernels-edition/train/train\cat.2630.jpg,cat.2630.jpg,2630,0,2
